"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
4032.03733333334 3460.93033333333 3983.00133333333 3890.661 3277.60033333333 9653.58466666667 84577.6316666667 21878.0833333333 2599.101 6132.15933333333 7986.55033333333 7549.77933333333 688.511333333333 1167.12566666667 1212.54666666667 1193.70533333333
3524.45 4074.44766666667 3822.877 4107.20533333333 2460.07900000000 14842.0003333333 9235.11566666667 27630.295 1391.34833333333 2868.17133333333 2807.84466666667 2938.06566666667 1684.64766666667 3865.21066666667 3742.07266666667 3852.879
8043.841 2581.07 49055.559 12881.53 4220.753 3444.084 19226.4756666667 13557.5673333333 2934.498 1679.437 6533.77533333333 5662.56966666667 723.968 1079.049 1337.65 1287.804
3933.11366666667 1987.364 4183.09433333333 4129.818 2764.57466666666 3428.14666666667 10267.0293333333 27650.5193333333 1618.845 2146.18233333333 3057.594 3080.45966666667 785.927666666667 1173.331 1412.83233333333 1412.757
2885.70333333334 2143.95533333333 2614.782 2702.67933333333 2306.81333333333 4116.23233333333 8678.13866666667 28610.2656666667 1394.43833333333 1395.988 2787.36633333333 2830.31133333333 771.513 753.454333333333 1349.973 1363.27866666667
2125.97333333333 2503.49033333333 2572.97966666667 2700.28366666667 1512.54766666667 5700.843 8186.281 25469.9783333333 879.966333333333 1769.929 1795.02533333333 1817.80633333333 807.967666666667 1508.57766666667 1569.244 1629.79966666667
1796.00933333333 1800.59833333333 2042.59666666667 2108.95366666667 1339.54700000000 3837.93733333333 6127.95033333333 33246.1453333333 849.788 981.615 1824.94533333333 1873.69566666667 678.756666666667 1281.77833333333 1348.85766666667 1370.40233333333
1562.81333333333 2004.084 2617.04033333333 2600.58433333333 994.232333333332 3463.021 8006.01466666667 23583.692 606.428666666667 1251.40966666667 1422.28533333333 1377.03433333333 596.192666666667 679.633333333333 1249.52966666667 1277.98433333333
1912.10533333333 1902.924 2172.93433333333 2233.99633333333 1415.38133333333 4476.51366666667 7474.66566666667 33462.7893333333 900.461 1053.858 1914.36566666667 1959.94833333333 666.301333333333 1183.79233333333 1248.59433333333 1245.709
3918.564 1591.20166666667 3153.976 3290.47833333333 3181.802 2803.72166666667 9558.70333333333 25794.723 1763.446 1993.33 3236.29666666667 3194.06733333333 664.441 931.537666666667 1090.114 1090.72233333333
1769.64666666667 1777.17433333333 2279.78133333333 2341.50866666667 1190.87833333334 3179.954 6913.30966666667 26390.018 716.401 1325.079 1520.51733333333 1507.06666666667 558.946 1018.12966666667 1071.01166666667 1114.50566666667
1703.18233333334 2209.484 2585.24066666667 2608.78700000000 1156.14533333333 4589.01066666667 7140.052 31794.572 752.646333333333 933.855333333333 1728.54033333333 1783.887 700.238 831.583 1633.427 1619.863
3033.24066666666 1805.02733333333 2961.086 2957.946 2169.50066666667 3003.53466666667 7921.58333333333 28567.1013333333 1330.57366666667 1849.29066666667 2501.803 2530.81366666667 807.503 697.248333333333 1415.60766666667 1411.21
2197.20733333334 2059.985 2627.85966666667 2707.349 1432.38066666667 3562.60366666667 7821.47166666667 27716.334 866.328 1580.69266666667 1777.17566666667 1806.61866666667 598.249 1066.10966666667 1152.933 1162.07833333333
1638.834 1751.25066666667 2003.57866666667 2038.01666666667 1140.81900000000 3486.22933333333 6310.94266666667 30450.569 694.579333333333 1355.37933333333 1442.803 1470.66233333333 655.982666666667 1222.88466666667 1360.40566666667 1365.969
1658.08733333333 2220.43266666667 1952.987 2259.005 1179.08333333334 8953.95266666667 5110.979 33724.145 718.329666666666 1590.97 1505.51666666667 1604.69566666667 976.879666666667 4038.45466666667 3318.17733333333 4268.68833333333
1917.14633333334 2220.06666666667 2343.26133333333 2266.57666666666 1349.65200000000 7105.21633333333 6927.08466666667 27828.367 810.093 1609.251 1616.078 1636.952 766.347666666667 1463.616 1479.756 1545.30433333333
1635.80533333334 2070.47466666667 1936.83 2233.45200000000 1151.73766666666 8192.36733333333 4983.054 41825.551 725.302666666667 1545.29066666667 1477.15366666667 1583.031 952.928333333332 3473.57733333333 3144.68233333333 3790.692
1559.90233333333 2408.208 2098.676 2566.58366666667 1004.91200000001 7696.604 4773.35 45961.434 624.292333333333 1429.665 1347.51433333333 1572.66633333333 956.085333333333 5293.093 3850.48966666667 3167.462
1667.60933333333 1859.52233333333 2239.66933333333 2286.24300000000 1121.744 3538.75666666667 6847.11566666667 28626.1336666667 699.801 1318.472 1440.04433333333 1477.25166666667 618.195666666667 1144.438 1232.38066666667 1237.39666666667
2032.99566666666 1943.807 2323.339 2450.65633333334 1429.453 3953.19966666667 7064.47166666667 30254.3456666667 930.54 1767.25033333333 1971.889 2017.16266666667 814.250333333333 1561.123 1678.71033333333 990.461333333333
1955.87 1933.56866666667 2119.35233333333 2267.371 1439.30166666667 4615.853 6262.40166666667 35661.0436666667 837.543333333333 1574.90233333333 1671.856 1728.09933333333 985.42 1262.38 2179.09 1369.009
1840.33933333332 2085.30266666667 2508.79966666667 2521.90133333334 1281.40100000000 3907.052 7419.00066666667 30073.2063333333 755.534 1518.31433333333 1664.91533333333 1725.21233333333 812.307666666667 1681.839 1881.76433333333 1882.469
1738.72466666667 2171.056 1831.63766666667 2266.05266666666 1246.96500000000 12973.3996666667 4879.199 57521.9663333333 786.811 1692.42533333333 1579.65266666667 1790.414 1170.00133333333 6706.359 3810.31066666667 7523.019
1728.04033333334 2052.51633333333 2668.03033333333 2781.86799999999 1084.67633333333 3569.23433333333 8020.542 27797.4373333333 734.786666666666 1545.99233333333 1008.572 1783.188 754.247666666667 1574.685 1792.47566666667 1842.19466666667
1855.34 1968.289 2068.04633333333 2073.85666666667 1415.50600000000 5605.40233333333 6728.82966666667 30536.172 871.819 1673.69033333333 1686.99266666667 1787.111 855.015 1776.23833333333 1847.82133333333 1927.91833333333
1713.17000000001 2680.21366666666 2131.82633333333 2508.016 1093.57766666667 20360.6053333333 4758.85466666667 15710.4223333333 685.798666666666 1663.53566666667 1495.04733333333 1619.71933333333 1083.45066666666 17220.2353333333 4619.07166666667 14598.0123333333
2006.70433333334 1868.366 2080.70633333333 2162.02133333333 1484.51066666667 4087.486 6548.38766666667 33062.1456666667 853.376666666667 1621.43066666667 1764.22666666667 1835.794 832.634333333334 1536.78433333333 1600.29933333333 1630.716
1723.793 2358.22833333333 2478.815 2475.73266666666 1164.98733333333 5803.74466666667 7062.62566666667 29069.7423333333 885.173666666666 2564.46933333333 2709.253 2893.942 649.046 1323.78766666667 1429.72633333333 1461.551
1885.29433333334 2151.56233333333 2105.83 2282.57633333333 1353.09600000000 6905.52966666667 6484.188 25160.7263333333 1111.43966666667 1999.75666666667 3412.17333333333 3838.27033333333 650.47 1220.33133333333 1168.71866666667 1231.19
1842.232 2221.90566666667 2376.15933333333 2495.585 1224.24833333333 5040.78 7269.11233333333 30660.2293333333 802.303666666667 1676.34466666667 1763.157 1790.53466666667 810.011 1846.41966666667 1633.57133333333 2036.291
2021.08733333334 2153.06433333333 2118.61333333333 2282.70600000000 1498.61833333333 6147.917 6703.98 27910.8746666667 900.001333333334 1907.287 1941.078 2018.50566666667 1192.956 3171.90166666667 3278.29866666667 1934.86366666667
1919.95633333333 2996.186 2301.30066666667 2327.56 1411.79866666666 2824.81966666667 9264.17633333333 32948.1253333333 877.114666666667 2188.618 1915.799 1950.33033333333 854.500333333333 1909.34933333333 1678.994 1804.66433333333
2204.01833333334 2029.579 2201.17533333333 2201.96833333334 1843.90166666666 6641.30633333333 11547.9056666667 31999.1663333333 1054.94133333333 1942.22266666667 2111.975 2073.05 1087.49266666667 2113.452 2153.114 2223.07233333333
7899.25666666667 2634.256 18639.4486666667 15985.5986666667 4576.20133333333 3733.76933333333 25443.9616666667 18500.0276666667 2924.14933333333 2931.627 6431.25033333333 5982.50333333333 1115.44266666667 1527.49766666667 2051.91933333333 2067.95833333333
3284.52566666666 2531.00166666667 4812.10333333333 4885.33933333333 2110.35300000000 3906.198 10559.09 61022.549 1240.58966666667 2054.553 2602.93066666667 2651.05166666667 926.760666666666 1447.94133333333 1741.726 1732.468
2465.12333333334 3686.556 4164.014 4565.60666666667 1568.24466666666 7128.47533333333 15037.2276666667 137212.452333333 1039.95533333333 2332.07433333333 2420.67766666667 2523.56866666667 1217.15466666667 1916.95433333333 3639.24066666667 3784.67033333333
2484.22766666665 5934.88 5960.48366666667 7475.93866666668 1496.98000000001 13096.4553333333 13271.4976666667 194629.667 888.056666666667 2094.677 2095.062 2250.80733333333 1294.52366666667 6047.70766666667 6180.01666666667 7669.072
2437.90266666667 4629.9300 3468.26033333333 4183.08699999999 1530.63799999999 36404.022 7951.56333333333 29112.2866666667 963.071333333333 2309.92033333333 2056.087 2293.39933333333 1553.41800000000 32527.3676666667 7596.74933333333 29231.125
2196.51166666667 2740.36633333333 2622.77166666667 3023.30033333334 1591.50533333333 8593.73466666667 8118.08966666667 158147.970333333 973.452666666667 1270.49366666667 2206.32966666667 2365.936 1114.96833333333 2612.48533333333 2647.569 2836.35133333333
2945.12900000000 5467.16466666667 5376.77633333333 5504 1908.74033333334 18651.5856666667 16994.104 84805.37 1087.90933333333 2278.262 2303.928 2351.11966666667 1019.60833333333 2085.76766666667 2060.15166666667 2120.91333333333
2587.64133333333 4155.26 3336.44133333333 3420.55733333333 1935.40533333334 3537.31433333333 12007.9833333333 32795.627 1204.334 2721.21433333333 1420.39 2723.54966666667 1154.41433333333 2799.58133333333 2527.98533333333 2625.433
2843.82333333333 3886.97466666667 4015.53033333333 4190.46166666667 1916.52433333333 9099.598 10837.5316666667 47338.466 1135.87966666667 2381.365 2462.05433333333 2540.486 1496.96166666667 4736.10233333333 4904.63366666667 5111.24233333333
3038.09766666667 5794.76066666666 4230.50966666667 4792.73200000001 1901.80766666667 29203.7633333333 8970.61866666667 17219.6303333333 1217.24533333333 2862.01166666667 2562.85866666667 2713.16333333333 1887.60033333333 138616.964333333 9614.643 19381.7923333333
4252.39666666667 5015.52766666667 5837.22366666667 5850.002 2701.86633333333 9160.00666666667 17421.4163333333 41179.6606666667 1612.62433333333 3130.06066666667 3490.15733333333 3479.04766666667 1519.31266666667 2952.055 3159.41266666667 3157.97966666667
3047.25433333334 3706.11566666667 3709.48066666667 3727.01933333333 2190.35566666666 15879.48 12780.3036666667 33730.4506666667 1312.356 2696.58066666667 2798.55 2843.89333333333 1573.579 4406.02366666667 4423.07566666667 4566.32166666667
3115.55033333333 5962.10633333333 6158.60566666666 6131.65766666667 1961.83866666667 14236.9196666667 17655.2836666667 36520.658 1218.644 2720.709 2847.738 2855.683 1559.576 6242.435 6113.96266666667 6241.51633333333
4592.55499999999 5714.63566666667 5564.486 5747.43333333334 3389.70866666667 27228.607 18655.7933333333 43731.051 1954.26366666667 3959.71466666667 4039.98033333333 4155.31133333333 2213.98266666667 5615.23266666667 5633.82033333333 5732.27433333333
2970.39533333334 5822.589 5564.21633333333 5791.85933333334 1814.40533333334 17144.8986666667 14226.2526666667 70878.0433333333 1235.82033333333 3038.774 2994.942 3157.58366666667 1521.591 6038.29833333333 5919.719 6236.54166666667
3455.629 5460.29699999999 4663.30366666667 5570.21033333334 2272.71866666666 37706.805 11213.0536666667 76513.1226666667 1518.23366666667 3752.138 3430.00733333333 3946.471 2118.39466666667 20446.3 9413.27533333333 21377.4
4423.22533333333 8258.98933333333 6871.246 8014.59933333333 2805.94 26737.7793333333 15129.2966666667 38990.374 1796.90133333333 4354.39233333333 4095.448 4397.97833333333 2485.66333333333 15733.199 11396.8693333333 16045.3583333333
3210.84666666667 7609.903 5126.121 5259.54933333333 2207.43466666666 8424.61533333333 19216.096 35911.694 1379.804 3787.484 3392.159 1893.623 1744.64566666667 8853.39766666667 5804.574 6161.04266666667
3475.52000000000 3771.26033333333 4279.70433333333 4293.09533333333 2430.65866666667 8560.91266666667 17058.6363333333 35644.7423333333 1466.628 2954.04066666667 3253.21766666667 3282.70366666667 1745.99833333333 3850.53633333333 4354.87166666667 4477.33366666667
2473.05733333333 3291.70666666667 3223.554 3272.652 1767.83866666667 18031.8096666667 9996.30266666667 44427.879 1092.54133333333 2395.44433333333 2336.737 2435.04133333333 1528.92666666667 6586.83933333333 6069.43633333333 6766.69766666667
4103.51499999999 3446.27266666667 3453.429 3649.48333333334 3531.91566666667 12545.2056666667 15780.444 60084.0346666667 2031.209 3700.89433333333 3851.47966666667 3869.597 2358.06033333333 5039.97733333333 5205.84733333333 5324.175
10218.4476666667 7467.69233333334 11885.2833333333 10429.3466666666 7038.64733333333 12898.0673333333 33902.2833333333 21326.042 4100.06766666667 6582.504 8221.03 7816.67833333333 3663.63733333333 5901.03633333333 7168.40333333333 7092.523
6391.75733333333 5353.17333333333 5566.206 5580.21333333334 5480.44966666667 16215.987 18836.1736666667 29803.3496666667 3094.80433333333 5537.67833333333 5828.09966666667 5892.16766666667 3390.11866666667 6634.97133333333 6980.16066666667 7221.02933333333
5411.01666666667 3528.56266666667 3905.253 3848.70766666666 6153.72333333333 11991.251 24500.8566666667 27914.499 3513.64333333333 5333.88866666667 3453.339 6173.079 3222.82666666667 4940.67766666667 5424.92133333333 5294.07433333333
4225.16666666666 3729.59366666667 3687.38766666666 3761.37200000000 3842.10466666667 19198.1576666667 22499.9056666667 40725.942 2129.49733333333 4139.98633333333 4169.03666666667 4355.05966666667 2933.12133333333 8383.31233333333 8760.48 8479.19633333333
5159.56133333332 6609.97266666667 7596.78833333334 7336.95766666667 3511.22366666667 14991.0553333333 24648.221 31495.07 2187.81933333333 4457.33566666667 4652.41466666667 4798.76033333333 2762.61566666667 7862.54633333333 8635.766 8663.812
9594.09733333333 6716.601 7868.73066666667 7881.461 8429.71366666667 15881.27 27351.9783333333 33134.228 4389.352 6971.69966666667 7791.15066666667 8144.57766666667 5010.637 8474.63933333333 9705.85033333333 10326.8033333333
